"IntAngle","%I"
37.46941,83.73639
37.46447,83.70916
37.45955,83.68192
37.45462,83.65469
37.44969,83.62746
37.44476,83.2353
37.43983,83.03922
37.43491,83.03922
37.42998,83.03922
37.42505,82.9085
37.42013,82.77778
37.4152,82.64706
37.41028,82.45099
37.40535,82.25491
37.40043,82.2549
37.3955,82.2549
37.39058,82.05882
37.38566,81.86274
37.38074,81.66667
37.37582,81.47059
37.3709,81.27451
37.36597,81.07843
37.36105,80.88235
37.35613,80.78431
37.35121,80.68627
37.34629,80.60784
37.34138,80.52941
37.33646,80.35294
37.33154,80.17647
37.32662,80
37.3217,79.82353
37.31679,79.64706
37.31187,79.27451
37.30696,79.09804
37.30204,78.92157
37.29713,78.87255
37.29221,78.82353
37.2873,78.48039
37.28239,78.43137
37.27747,78.13725
37.27256,78.03922
37.26765,77.94118
37.26274,77.54902
37.25783,77.35294
37.25292,77.15686
37.24801,76.96078
37.2431,76.56863
37.23819,76.50328
37.23328,76.43791
37.22837,76.27452
37.22346,76.11111
37.21856,75.75164
37.21365,75.58824
37.20874,75.39216
37.20384,75.19608
37.19893,75
37.19403,74.80392
37.18913,74.60785
37.18422,74.21569
37.17932,74.01961
37.17441,73.62745
37.16951,73.43137
37.16461,73.2353
37.15971,72.84314
37.1548,72.74509
37.14991,72.64706
37.145,72.25491
37.1401,72.05883
37.1352,71.86275
37.13031,71.66667
37.12541,71.47059
37.12051,71.27451
37.11561,71.07843
37.11071,70.92593
37.10582,70.77342
37.10092,70.42485
37.09603,70.40306
37.09113,70.38127
37.08624,70.35948
37.08134,70.20698
37.07645,70.05448
37.07156,69.90196
37.06666,69.64052
37.06177,69.37909
37.05688,69.21568
37.05199,69.21568
37.0471,69.11765
37.04221,69.08825
37.03732,69.05882
37.03242,69.02941
37.02753,69.00001
37.02265,69.01962
37.01776,69.03922
37.01287,69.05883
37.00798,69.12745
37.0031,69.19608
36.99821,69.26471
36.99332,69.31372
36.98844,69.41176
36.98355,69.5098
36.97867,69.60784
36.97379,69.70588
36.9689,69.90196
36.96402,70.09804
36.95914,70.39216
36.95425,70.68628
36.94937,70.88235
36.94449,71.07843
36.93961,71.47059
36.93473,71.66667
36.92985,72.05882
36.92497,72.27451
36.92009,72.68627
36.91521,72.90196
36.91034,73.31373
36.90546,73.52941
36.90058,73.74509
36.89571,74.15686
36.89083,74.56862
36.88596,74.98039
36.88108,75.39215
36.87621,75.78431
36.87133,75.98038
36.86646,76.56862
36.86159,76.96078
36.85671,77.15686
36.85184,77.54901
36.84697,77.94117
36.8421,78.13725
36.83723,78.62745
36.83236,79.31373
36.82749,79.50981
36.82262,79.90196
36.81775,80.29412
36.81288,80.68628
36.80801,81.07844
36.80315,81.27451
36.79828,81.66667
36.79342,82.11485
36.78855,82.36694
36.78368,82.61905
36.77882,83.26331
36.77396,83.51541
36.76909,83.96359
36.76423,84.21569
36.75937,84.21568
36.7545,84.70588
36.74964,85.00001
36.74478,85.19608
36.73992,85.39216
36.73506,85.78432
36.7302,85.9804
36.72534,86.07843
36.72048,86.17647
36.71562,86.47058
36.71076,86.76471
36.70591,87.15687
36.70105,87.35295
36.69619,87.45099
36.69134,87.54903
36.68648,87.74511
36.68163,87.96568
36.67677,88.12091
36.67192,88.27613
36.66706,88.43137
36.66221,88.65196
36.65736,88.87255
36.65251,89.09314
36.64766,89.21569
36.6428,89.31372
36.63795,89.5098
36.6331,89.70588
36.62825,89.90196
36.62341,90.09804
36.61856,90.06536
36.61371,90.03268
36.60886,90.19608
36.60402,90.39216
36.59917,90.4902
36.59432,90.55555
36.58947,90.62091
36.58463,90.68627
36.57978,90.78431
36.57494,90.92157
36.5701,91.05882
36.56525,91.19608
36.56041,91.23529
36.55557,91.27451
36.55073,91.27451
36.54589,91.37255
36.54105,91.47059
36.53621,91.5098
36.53137,91.61438
36.52653,91.71896
36.52169,91.82353
36.51685,91.86275
36.51202,91.86275
36.50718,91.86275
36.50234,91.96079
36.49751,92.05883
36.49267,92.05883
36.48783,92.05883
36.483,92.05883
36.47816,92.05883
36.47333,92.05883
36.4685,92.08061
36.46367,92.1024
36.45884,92.12419
36.454,92.14597
36.44917,92.16776
36.44434,92.18955
36.43951,92.21133
36.43468,92.23312
36.42986,92.25491
36.42503,92.25491
36.4202,92.25491
36.41537,92.25491
36.41054,92.35295
36.40572,92.45098
36.40089,92.45098
36.39606,92.45098
36.39124,92.46733
36.38642,92.48367
36.38159,92.5
36.37677,92.51634
36.37194,92.53269
36.36712,92.54903
36.3623,92.51634
36.35748,92.48367
36.35266,92.45099
36.34784,92.4183
36.34302,92.43464
36.3382,92.45098
36.33338,92.64706
36.32856,92.64706
36.32375,92.64705
36.31893,92.61437
36.31411,92.58168
36.3093,92.58169
36.30448,92.58169
36.29967,92.5817
36.29485,92.5817
36.29004,92.61437
36.28522,92.64706
36.28041,92.64706
36.2756,92.64706
36.27079,92.7451
36.26598,92.84314
36.26117,92.7451
36.25636,92.45098
36.25154,92.62528
36.24673,92.6315
36.24192,92.63772
36.23712,92.64395
36.23231,92.65018
36.2275,92.6564
36.22269,92.66263
36.21789,92.66885
36.21308,92.69608
36.20828,92.69607
36.20347,92.69607
36.19867,92.69607
36.19387,92.54901
36.18906,92.45098
36.18426,92.54902
36.17946,92.56862
36.17466,92.50801
36.16986,92.44741
36.16505,92.38681
36.16026,92.32621
36.15546,92.40939
36.15066,92.49257
36.14586,92.57576
36.14106,92.49554
36.13626,92.41533
36.13147,92.38413
36.12667,92.35294
36.12188,92.30392
36.11708,92.2549
36.11229,92.21568
36.10749,92.27451
36.1027,92.33333
36.0979,92.3268
36.09311,92.32026
36.08832,92.35294
36.08353,92.38562
36.07874,92.39652
36.07395,92.40741
36.06916,92.38562
36.06437,92.36384
36.05958,92.34205
36.05479,92.32026
36.05,92.29848
36.04522,92.27669
36.04043,92.25491
36.03564,92.38563
36.03086,92.22223
36.02607,92.05883
36.02129,92.02615
36.0165,91.99347
36.01172,92.05883
36.00694,92.12419
36.00216,92.09151
35.99737,92.05882
35.99259,92.00981
35.98781,92.15687
35.98303,92.10785
35.97825,92.05883
35.97347,92.03432
35.96869,92.00981
35.96391,91.9853
35.95914,91.96079
35.95436,91.93628
35.94958,91.91177
35.94481,91.88726
35.94003,91.96079
35.93526,91.86274
35.93048,91.76471
35.92571,91.66667
35.92094,91.86274
35.91616,91.7367
35.91139,91.61065
35.90662,91.68068
35.90185,91.75071
35.89708,91.73904
35.89231,91.72736
35.88754,91.71569
35.88277,91.53594
35.878,91.65033
35.87323,91.7647
35.86847,91.58497
35.8637,91.56863
35.85893,91.55228
35.85417,91.53596
35.8494,91.51961
35.84464,91.50327
35.83987,91.47059
35.83511,91.37254
35.83035,91.27451
35.82558,91.47059
35.82082,91.47058
35.81606,91.4379
35.8113,91.40522
35.80654,91.37254
35.80178,91.33986
35.79702,91.30718
35.79227,91.27451
35.78751,91.17647
35.78275,91.07843
35.77799,91.07843
35.77324,91.17646
35.76848,91.19607
35.76373,91.11764
35.75897,91.03921
35.75422,90.96078
35.74947,90.88235
35.74471,90.88235
35.73996,90.88235
35.73521,90.88235
35.73046,90.88235
35.7257,90.98039
35.72095,91.02941
35.71621,91
35.71146,90.97059
35.70671,90.94118
35.70196,90.96078
35.69721,90.88236
35.69247,90.80393
35.68772,90.79552
35.68297,90.78711
35.67823,90.77871
35.67348,90.77031
35.66874,90.7423
35.664,90.71429
35.65925,90.68627
35.65451,90.68627
35.64977,90.68627
35.64503,90.68628
35.64029,90.65827
35.63555,90.63026
35.63081,90.64582
35.62607,90.66138
35.62133,90.67695
35.61659,90.69251
35.61185,90.70806
35.60712,90.6536
35.60238,90.59913
35.59765,90.61002
35.59291,90.62091
35.58818,90.39215
35.58344,90.35947
35.57871,90.32679
35.57398,90.39215
35.56924,90.42483
35.56451,90.37908
35.55978,90.33333
35.55505,90.32493
35.55032,90.31652
35.54559,90.30812
35.54086,90.29972
35.53614,90.29132
35.53141,90.28291
35.52668,90.27452
35.52195,90.29412
35.51723,90.29412
35.5125,90.09804
35.50778,90.03268
35.50305,90.1634
35.49833,90
35.49361,89.90196
35.48888,90.09804
35.48416,90.09804
35.47944,90.09804
35.47472,90.03268
35.47,89.96732
35.46528,89.90196
35.46056,89.90196
35.45584,90.09805
35.45113,89.972
35.44641,89.84595
35.44169,89.84244
35.43697,89.83894
35.43226,89.83544
35.42754,89.83194
35.42283,89.82843
35.41811,89.7549
35.4134,89.68138
35.40869,89.65687
35.40398,89.60784
35.39927,89.55883
35.39455,89.60785
35.38984,89.65687
35.38513,89.60785
35.38042,89.55883
35.37571,89.54249
35.37101,89.57517
35.3663,89.60784
35.36159,89.6013
35.35688,89.59477
35.35218,89.58823
35.34747,89.54902
35.34277,89.50981
35.33807,89.60784
35.33336,89.70588
35.32866,89.70588
35.32396,89.60784
35.31926,89.5098
35.31455,89.48179
35.30985,89.45378
35.30515,89.42576
35.30045,89.41954
35.29575,89.41331
35.29106,89.40709
35.28636,89.40086
35.28166,89.32461
35.27697,89.24836
35.27227,89.23747
35.26757,89.22657
35.26288,89.21568
35.25819,89.183
35.25349,89.15033
35.2488,89.11764
35.24411,89.01961
35.23941,88.92157
35.23472,88.97059
35.23003,89.01961
35.22534,89.02506
35.22065,89.03051
35.21597,88.79085
35.21127,88.74728
35.20659,88.70371
35.2019,88.75817
35.19721,88.81264
35.19253,88.78416
35.18784,88.75566
35.18316,88.86878
35.17847,88.9819
35.17379,88.8009
35.16911,88.73755
35.16442,88.6742
35.15974,88.61086
35.15506,88.54751
35.15038,88.48416
35.1457,88.49925
35.14102,88.51433
35.13634,88.52941
35.13166,88.52941
35.12699,88.52941
35.12231,88.52941
35.11763,88.52941
35.11296,88.43137
35.10828,88.33334
35.10361,88.43138
35.09893,88.43138
35.09426,88.33333
35.08959,88.30065
35.08492,88.26798
35.08024,88.2353
35.07557,88.20262
35.0709,88.20914
35.06623,88.21569
35.06156,88.2549
35.05689,88.29412
35.05223,88.13725
35.04756,88.09803
35.04289,88.05882
35.03822,88.08496
35.03356,88.1111
35.02889,88.13725
35.02423,88.07189
35.01957,88.00653
35.0149,87.95751
35.01024,87.97385
35.00558,87.99019
35.00092,87.81045
34.99625,87.82679
34.9916,87.84314
34.98693,87.79412
34.98228,87.7451
34.97762,87.69608
34.97296,87.6732
34.9683,87.65033
34.96365,87.62745
34.95899,87.78432
34.95433,87.7451
34.94968,87.64706
34.94503,87.54902
34.94037,87.48367
34.93572,87.45752
34.93106,87.43138
34.92641,87.40523
34.92176,87.37909
34.91711,87.35294
34.91246,87.32843
34.90781,87.30392
34.90316,87.27941
34.89852,87.2549
34.89387,87.23039
34.88922,87.20588
34.88457,87.18137
34.87993,87.15686
34.87529,87.05883
34.87064,87.02614
34.866,87.04249
34.86135,87.05883
34.85671,87.03782
34.85207,87.01681
34.84743,86.97946
34.84279,86.94212
34.83815,86.90477
34.83351,86.93278
34.82887,86.96079
34.82423,86.56863
34.81959,86.66667
34.81496,86.76471
34.81032,86.56863
34.80568,86.71568
34.80105,86.66666
34.79641,86.61764
34.79178,86.60784
34.78715,86.64706
34.78251,86.68627
34.77788,86.62745
34.77325,86.56862
34.76862,86.56863
34.76399,86.56862
34.75936,86.56863
34.75473,86.56863
34.7501,86.56863
34.74547,86.47059
34.74084,86.37255
34.73622,86.32353
34.73159,86.29902
34.72697,86.27451
34.72234,86.25
34.71772,86.27451
34.7131,86.29902
34.70847,86.22549
34.70385,86.15196
34.69923,85.98039
34.69461,85.78431
34.68999,85.78431
34.68537,85.78431
34.68075,85.75164
34.67613,85.817
34.67151,85.88236
34.6669,85.84968
34.66228,85.817
34.65767,85.78432
34.65305,85.68628
34.64843,85.58824
34.64382,85.39216
34.63921,85.19607
34.63459,85.22409
34.62998,85.2521
34.62537,85.28011
34.62076,85.21008
34.61615,85.14005
34.61154,85.07002
34.60693,85
34.60232,84.96732
34.59771,84.93464
34.59311,84.99999
34.5885,85.02178
34.58389,85.04356
34.57929,84.96732
34.57468,84.89107
34.57008,84.8475
34.56548,84.80392
34.56087,84.76035
34.55627,84.68409
34.55167,84.60784
34.54707,84.70588
34.54247,84.41176
34.53787,84.28104
34.53327,84.3464
34.52867,84.41176
34.52407,84.36274
34.51948,84.31372
34.51488,84.28649
34.51028,84.25926
34.50569,84.08496
34.5011,84.06752
34.4965,84.0501
34.49191,84.03267
34.48732,84.01525
34.48273,83.99782
34.47813,83.82353
34.47355,83.77451
34.46895,83.72549
34.46436,83.67647
34.45977,83.62745
34.45519,83.43137
34.4506,83.56209
34.44601,83.49673
34.44143,83.43137
34.43684,83.2745
34.43226,83.26471
34.42767,83.2549
34.42309,83.2451
34.41851,83.2353
34.41393,83.03922
34.40934,82.9902
34.40476,82.94118
34.40018,82.9902
34.3956,83.03921
34.39102,82.84313
34.38644,82.77777
34.38187,82.71241
34.37729,82.64705
34.37271,82.47549
34.36814,82.45097
34.36356,82.42648
34.35899,82.40197
34.35441,82.37746
34.34984,82.20588
34.34527,82.13235
34.34069,82.05882
34.33612,82.05882
34.33155,82.05882
34.32698,82.0098
34.32241,81.96078
34.31784,81.91176
34.31328,81.86274
34.30871,81.7647
34.30414,81.66667
34.29958,81.56863
34.29501,81.47059
34.29045,81.40523
34.28588,81.33987
34.28132,81.27451
34.27676,81.17647
34.27219,81.20915
34.26763,81.16013
34.26307,81.11111
34.25851,80.93138
34.25395,80.88236
34.24939,80.83334
34.24483,80.78431
34.24028,80.70262
34.23572,80.62092
34.23116,80.44118
34.22661,80.35948
34.22205,80.27778
34.2175,80.2451
34.21294,80.29412
34.20839,80.34314
34.20384,80.3268
34.19929,80.1634
34.19474,80.09804
34.19019,80.03269
34.18564,79.86928
34.18109,79.80393
34.17654,79.70589
34.17199,79.50981
34.16745,79.46079
34.1629,79.41177
34.15835,79.36275
34.15381,79.37908
34.14926,79.24836
34.14472,78.92157
34.14017,78.85621
34.13564,78.79085
34.13109,78.76471
34.12655,78.70589
34.12201,78.64706
34.11747,78.4902
34.11293,78.33333
34.10839,78.26797
34.10386,78.20261
34.09932,78.13725
34.09478,77.94117
34.09024,77.84314
34.08571,77.7451
34.08118,77.54902
34.07664,77.45098
34.07211,77.35293
34.06758,77.24672
34.06305,77.14052
34.05851,77.03431
34.05398,76.99346
34.04945,76.95261
34.04493,76.91177
34.0404,76.7402
34.03587,76.56863
34.03134,76.53595
34.02681,76.50327
34.02229,76.37255
34.01777,76.07843
34.01324,75.84967
34.00872,75.71895
34.00419,75.58824
33.99967,75.39216
33.99515,75.19608
33.99063,75.29412
33.98611,75.2451
33.98159,75.09804
33.97707,74.95098
33.97255,74.80393
33.96803,74.7451
33.96352,74.68628
33.959,74.62745
33.95448,74.56863
33.94997,74.41177
33.94545,74.15033
33.94094,73.88889
33.93643,73.62745
33.93192,73.62745
33.9274,73.43137
33.92289,73.2353
33.91838,73.07191
33.91387,73.03922
33.90936,73.00654
33.90485,72.97385
33.90035,72.81047
33.89584,72.64706
33.89133,72.45098
33.88683,72.2549
33.88232,72.05882
33.87782,71.86274
33.87331,71.66666
33.86881,71.56863
33.86431,71.47059
33.85981,71.27451
33.85531,71.07843
33.85081,70.98039
33.84631,70.90686
33.84181,70.73529
33.83731,70.56373
33.83281,70.39216
33.82832,70.22059
33.82382,70.04902
33.81933,69.68137
33.81483,69.50981
33.81034,69.50981
33.80584,69.33333
33.80135,69.15685
33.79686,69.04574
33.79237,68.93463
33.78788,68.82353
33.78339,68.64705
33.7789,68.47059
33.77441,68.29412
33.76992,68.11765
33.76544,67.94118
33.76095,67.7451
33.75647,67.54902
33.75198,67.54902
33.74749,67.35294
33.74301,67.15686
33.73853,66.96078
33.73405,66.77979
33.72956,66.59879
33.72508,66.41779
33.7206,66.23681
33.71613,66.05581
33.71165,65.67873
33.70717,65.59577
33.70269,65.51282
33.69821,65.33182
33.69374,65.15083
33.68926,64.96984
33.68479,64.78884
33.68031,64.60784
33.67584,64.31373
33.67137,64.28106
33.6669,64.17835
33.66243,64.07564
33.65796,63.90757
33.65348,63.7395
33.64901,63.37535
33.64455,63.30532
33.64008,63.23529
33.63561,63.10458
33.63115,62.97386
33.62668,62.84314
33.62222,62.64706
33.61775,62.45098
33.61329,62.35294
33.60883,62.25491
33.60436,62.17647
33.5999,62.09804
33.59544,61.92157
33.59098,61.7451
33.58652,61.56862
33.58206,61.39215
33.57761,61.21569
33.57315,61.16994
33.56869,61.12418
33.56424,61.07844
33.55978,60.88236
33.55532,60.68628
33.55087,60.51198
33.54642,60.43573
33.54197,60.35947
33.53751,60.28322
33.53307,60.20697
33.52861,60.16339
33.52417,60.11982
33.51971,60.07626
33.51527,60
33.51082,60.09804
33.50637,60.05836
33.50193,60.01867
33.49748,59.97899
33.49304,59.93931
33.48859,59.89963
33.48415,59.85994
33.47971,59.82026
33.47527,59.8366
33.47083,59.85294
33.46638,59.86928
33.46195,59.98366
33.45751,60.09804
33.45307,60.09804
33.44863,60.09804
33.44419,60.19608
33.43976,60.29412
33.43533,60.29412
33.43089,60.39216
33.42646,60.51821
33.42202,60.61158
33.41759,60.70495
33.41316,60.79832
33.40873,60.8917
33.4043,60.98507
33.39987,61.07843
33.39544,61.37254
33.39101,61.47058
33.38658,61.66666
33.38216,61.86274
33.37773,61.96078
33.37331,62.12418
33.36888,62.38563
33.36446,62.64706
33.36003,62.9085
33.35561,63.03922
33.35119,63.16994
33.34677,63.18627
33.34235,63.52941
33.33793,63.67647
33.33351,63.82353
33.32909,64.21568
33.32467,64.41176
33.32026,64.60784
33.31584,64.80392
33.31142,65.19608
33.30701,65.39215
33.3026,65.51198
33.29818,65.6318
33.29377,66.04575
33.28936,66.26362
33.28495,66.48148
33.28054,66.89542
33.27613,67.11329
33.27172,67.33115
33.26731,67.54902
33.26291,67.94118
33.2585,68.13725
33.25409,68.52941
33.24969,68.82353
33.24528,69.11765
33.24088,69.31373
33.23648,69.5098
33.23207,69.90196
33.22767,70.29412
33.22327,70.49019
33.21887,70.72549
33.21447,71.15685
33.21007,71.58823
33.20568,71.82353
33.20128,72.05883
33.19688,72.54902
33.19249,72.84314
33.18809,73.2353
33.1837,73.43138
33.1793,73.82353
33.17491,74.01961
33.17052,74.21569
33.16613,74.5098
33.16174,74.80392
33.15734,75.39215
33.15296,75.58824
33.14857,75.82353
33.14418,76.05883
33.13979,76.29412
33.13541,76.52941
33.13102,76.96078
33.12664,77.15686
33.12225,77.35294
33.11787,77.54902
33.11349,77.89215
33.1091,78.23529
33.10472,78.48039
33.10035,78.72549
33.09597,79.11765
33.09159,79.31372
33.08721,79.5098
33.08283,79.80392
33.07845,80.09804
33.07408,80.39216
33.0697,80.68627
33.06533,80.98039
33.06096,81.10021
33.05658,81.31808
33.05221,81.53595
33.04784,81.75381
33.04346,82.16775
33.0391,82.38562
33.03473,82.60348
33.03036,82.82135
33.02599,83.03921
33.02162,83.17647
33.01726,83.31372
33.01289,83.54902
33.00853,83.7843
33.00416,84.0196
32.9998,84.24369
32.99544,84.46779
32.99107,84.69188
32.98671,84.81793
32.98235,84.94397
32.97799,85.16806
32.97363,85.39216
32.96928,85.58824
32.96492,85.68628
32.96056,85.78432
32.95621,85.9804
32.95185,86.17648
32.94749,86.47058
32.94314,86.7647
32.93879,86.84313
32.93444,86.92156
32.93008,87.1307
32.92574,87.33985
32.92139,87.54901
32.91703,87.58169
32.91269,87.61437
32.90834,87.94118
32.90399,87.96569
32.89965,87.9902
32.8953,88.21079
32.89096,88.43137
32.88661,88.65196
32.88227,88.77451
32.87793,88.89706
32.87358,88.92157
32.86924,88.98692
32.8649,89.183
32.86057,89.37908
32.85622,89.50981
32.85189,89.50981
32.84755,89.5098
32.84321,89.66386
32.83888,89.81792
32.83454,89.97199
32.83021,90.12604
32.82587,90.37814
32.82154,90.53221
32.81721,90.68627
32.81288,90.58824
32.80855,90.49019
32.80422,90.68627
32.79989,90.58824
32.79556,90.49019
32.79123,90.74229
32.78691,90.82011
32.78258,90.89792
32.77826,90.97572
32.77393,91.05353
32.76961,91.13134
32.76529,91.20915
32.76096,91.32898
32.75664,91.4488
32.75232,91.53595
32.748,91.60131
32.74368,91.66666
32.73936,91.86274
32.73505,91.91176
32.73073,91.96078
32.72641,92.0098
32.7221,92.05882
32.71778,92.10784
32.71347,92.15686
32.70916,92.30392
32.70485,92.45098
32.70053,92.45098
32.69622,92.45098
32.69191,92.47059
32.6876,92.51198
32.6833,92.55338
32.67899,92.59477
32.67468,92.63616
32.67038,92.67756
32.66607,92.71896
32.66177,92.76034
32.65746,92.80174
32.65316,92.84314
32.64885,92.84314
32.64455,92.84314
32.64025,92.84314
32.63595,92.94117
32.63165,93.03922
32.62735,93.07843
32.62306,93.11765
32.61876,93.15686
32.61446,93.19608
32.61017,93.23529
32.60587,93.22638
32.60158,93.21746
32.59729,93.20855
32.59299,93.19964
32.5887,93.38681
32.58441,93.3779
32.58012,93.36898
32.57583,93.40365
32.57154,93.4383
32.56726,93.47296
32.56297,93.50762
32.55869,93.54229
32.5544,93.57695
32.55011,93.61161
32.54583,93.64627
32.54155,93.68093
32.53727,93.69162
32.53298,93.70231
32.5287,93.71301
32.52442,93.72371
32.52015,93.73441
32.51587,93.7451
32.51159,93.66667
32.50731,93.58823
32.50304,93.60784
32.49876,93.62745
32.49448,93.66666
32.49021,93.70588
32.48594,93.7451
32.48167,93.78431
32.47739,93.82353
32.47313,93.80253
32.46885,93.78151
32.46458,93.7605
32.46032,93.73951
32.45605,93.76752
32.45178,93.79553
32.44752,93.82352
32.44325,93.75816
32.43899,93.6928
32.43472,93.72549
32.43046,93.79085
32.4262,93.79085
32.42194,93.79084
32.41768,93.79084
32.41342,93.79085
32.40916,93.79085
32.4049,93.82353
32.40064,94.01961
32.39639,94.01961
32.39213,94.01961
32.38787,94.01961
32.38362,93.82353
32.37937,93.87955
32.37511,93.93557
32.37086,93.96358
32.36661,93.9916
32.36236,94.0196
32.35811,94.04761
32.35386,94.07563
32.34962,93.94958
32.34537,93.82353
32.34112,93.75817
32.33688,93.69281
32.33263,93.82353
32.32839,93.62745
32.32415,93.62745
32.3199,93.62746
32.31566,93.78432
32.31142,93.79412
32.30718,93.80393
32.30294,93.81373
32.2987,93.82352
32.29446,93.67646
32.29023,93.66012
32.28599,93.64378
32.28176,93.62744
32.27752,93.6013
32.27329,93.57515
32.26906,93.54902
32.26482,93.56372
32.26059,93.57843
